Movie,Scene,Character,Dialogue
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,MCDERMOTT,what an asshole. why is laurie kennedy dating price? he's a fucking drug addict. no self control.
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,ALL IN UNISON,"but laurie kennedy is a total hardbody. what do you think, bateman? i know her. i knew her. why do you say it like that? why does he say it like that? because he dated her. how did you guess? girls dig bateman. he's gq. you're total gq bateman. thanks guy, but...she's got a lousy personality. so what? it's all looks. laurie kennedy is a babe. don't even pretend you were interested for any other reason. if they have a good personality then something is very wrong. if they have a good personality and they are not great looking who fucking cares? well, lets just say hypothetically, okay? what if they have a good personality? i know, i know there are no girls with good personalities!"
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,MCDERMOTT,"a good personality consists of a chick with a little hardbody who will satisfy all sexual demands without being too slutty about things and who will essentially keep her dumb fucking mouth shut. listen, the only girls with good personalities who are smart or maybe funny or halfway intelligent or even talented though god knows what the fuck that meansare ugly chicks. absolutely. and this is because they have to make up for how fucking unattractive they are. pause. do you know what ed gein said about women? ed gein? maitre d at canal bar? no, serial killer, wisconsin in the fifties. he was an interesting guy. so what did ed say? he said, ""when i see a pretty girl walking down the street i think two things. one part of me wants to take her out and talk to her and be real nice and sweet and treat her right."" pauses, finishes his drink. what does the other part of him think?"
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,BATEMAN,"what her head would look like on a stick. mcdermott and van patten look at each other and then back at bateman. bateman starts to laugh, and the other two uneasily join in. luis carruthers walks up to the table. hi guys. i wanna get your opinion on something. mcdermott rolls his eyes at the rest of the table. if it's about the bowtie you're wearing, you know how' we feel about it. luis laughs good naturedly. yes, i do. no, it's my business card i decided to get a new one too. he pulls out something incredibly tasteful. everyone compliments luis except bateman. the sound drops and all we hear is the beating of his heart as he stares at the card enviously. luis plucks it from his hand and walks away, pleased with himself. listen, what about dinner? is that all you ever have to contribute, van patten? 'what about fucking dinner'? ah, cheer up, bateman. what's the matter? no shiatsu this morning?"
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,VAN PATTEN,"whoa, hold on there little buddy. excuse me. he gets up from the table. as bateman walks away, van patten grabs a waiter. is this tap water? i don't drink tap water. bring me an evian or something, okay?"
AMERICAN_PSYCHO,INT. MEN'S ROOM - DAY,CARRUTHERS,god patrick. why here ? he strokes bateman's hair. i've seen you looking at me. i've noticed your hot body.
AMERICAN_PSYCHO,INT. MEN'S ROOM - DAY,BATEMAN,"don't be shy. bateman takes a deep breath, closes his eyes and tries to lift his hands again, but abandons the attempt. you don't know how long i've wanted it. ever since that christmas party at arizona 206. you know the one, you were wearing that red striped paisley armani tie. bateman looks down and sees'that carruthers' pants are still unzipped. he moves past him out of the stall and stands by the sink and pretends to wash his hand until he realizes he still has his gloves on. carruthers comes up behind him. i want you. i want you .. too. bateman storms out of the men's room, bumping intoa waiter and several customers and cursing. noticing the maitre d' and another waiter conferring and looking at him strangely bateman straightens up and smiles and waves cheerfully at them. carruthers walks up behind him. what...is...it? where are you going? i've gotta...i've gotta...return some video tapes. patrick? what?"
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - AFTERNOON,BATEMAN,"bateman is sitting in his arm chair, phone book in handy jerking off. he is squealing into the phone and breathing. you like that, slut? the person on the other end clearly hangs up. close on his fingers dialing the phone. you want to know what i'm wearing? sixty dollar boxer shorts by ralph lauren, a hundred and fifty dollar white cotton tshirt by commes des garcons. my rolex cost another hang up. he dials again. i'm a corporate raider. i orchestrate hostile takeovers. what'do you think of that?"
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - AFTERNOON,GIRL,"dad, is that you? bateman hangs up, frustrated."
AMERICAN_PSYCHO,EXT. STREET/INT. LIMOUSINE - NIGHT,BATEMAN,"i haven't seen you around here. you just haven't been looking. would you like to see my apartment? bateman flips on the light inside the limo. he's wearing a tuxedo. i'm not supposed to. bateman is holding out a hundred dollar bill, which christie now notices, then takes. do you want to come to my apartment or not? i'm not supposed to. but i can make an exception. do you take american express? christie is still looking out behind her. do you take american express?"
AMERICAN_PSYCHO,EXT. STREET/INT. LIMOUSINE - NIGHT,BATEMAN,"i'm joking. come on, get in. as they drive uptown, bateman dials the cell phone. he reads off a credit card number. i'd like a girl, early twenties, blonde, who does couples. couples. 55 west eighty first, the american gardens building. apartment 7c. and i really can't stress blonde enough. blonde. he hangs up. i'm paul. my name is paul owen, have you got that? you are christie. you are to respond only to christie. is that clear?"
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - NIGHTI,BATEMAN,"that's a very fine chardonnay you're drinking. long pause, in which christie is luxuriating in the tub and bateman is casually touching her breast. i want you to clean your vagina. christie reaches for a washcloth. no. from behind. get on your knees. christie shrugs. i want to watch. you have a very nice body. the doorman rings. bateman answers."
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - NIGHTI,BATEMAN,"thank you. send her up. christie, get out and dry off, choose a robe not the bijan, and come and meet me and our guest in the living room for drinks. bateman answers the door. you've arrived! how lovely. let me take your coat. i'm paul. how good of you to come. the escort girl looks somewhat bewildered. bateman takes her coat and inspects her body and face. not quite blonde, are you? more dirty blonde. i'm going to call you sabrina. i'm paul owen. bateman escorts her into the living room and brings her a glass of wine. christie enters, sitting next to sabrina on the couch, and bateman sits across from them. there is a long silence. so, don't you want to know what i do? the two girls look at each other with uncomfortable smiles. christie shrugs. no."
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - NIGHTI,BATEMAN,"no, not really. bateman is visibly irritated, recrosses his legs. well, i work on wall street. at pierce pierce. have you heard of it?"
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - NIGHTI,BATEMAN,"you have a really nice place here paul. how much did you pay for it? actually, that's none of your business, christie, but i can assure you it certainly wasn't cheap. bateman leaves to refill his wine glass and sabrina takes a pack of cigarettes out of her purse. bateman returns, carrying a tray of chocolates. no, no smoking. not in here. he walks over to christie. varda truffle? christie stares at the plate and shakes her head. sabrina takes one. i dont want you to get drunk, but that's a very fine chardonnay you're not drinking. bateman goes over to his cds and scans his vast collection. he takes one out and examines it. do you like phil collins? i've been a big genesis fan ever since the release of their 1980 album, duke. before that i really didn't understand any of their work. it was too artsy, too intellectual. it was on duke where phil collins' presence became more apparent. he puts aside the cd and takes out another one. i think 'invisible touch' is the group's undisputed masterpiece."
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - NIGHTI,BATEMAN,"it's an epic meditation on intangibility, at the same time it deepens and enriches the.meaning of the preceding three albums. christie, take off the robe. bateman puts out a lace teddy. he motions to christie to put it on. listen to the brilliant ensemble playing of banks, collins and rutherford. you can practically hear every nuance of every instrument. sabrina, remove your dress. bateman starts to undress. in terms of lyrical craftsmanship and sheer song writing, this album hits a new peak of professionalism. sabrina, why don't you dance a little? sabrina dances awkwardly. christie sits on the bed. take the lyrics to 'land of confusion'. in this song, phil collins addresses the problem of abusive political authority. bateman knots a silk scarf around christie's neck rather menacingly then helps her into some suede gloves. 'in too deep' is the most moving pop song of the 1980s about monogamy and commitment. the song is extremely uplifting. their lyrics are as positive and affirmative as anything i've heard in rock. he turns on the video camera."
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - NIGHTI,CUT TO,"phil collins' solo efforts seem to be more commercial and therefore more satisfying in a narrower way, especially songs like 'in the air tonight' and 'against all odds'. sabrina, don't just stare at it. eat it. he walks over to the sound system in his bedroom and slides in the cd. but i also think that phil collins works better within the confines of the group than as a solo artist and i stress the word artist. this is 'sussudio', a great, great song, a personal favorite. sex montage cut to 'sussudio'. we see this in wide shot, or through the lens of the video camera. bateman asleep in his bed with christie and sabrina on either side of him. sabrina accidentally touches his wrist. bateman's eyes open. don't touch the rolex. bateman gets up from his bed and goes over to his armoire. he opens the drawer in which are a nail gun, a coat hanger, a rusty butter knife, and a halfsmoked cigar. he turns around to see christie and sabrina both starting to get up and get dressed. he takes the coat hanger. we're not through yet...."
AMERICAN_PSYCHO,INT. EVELYN'S CHRISTMAS PARTY - EVENING,EVELYN,"hey, mccloy, what do you say? hey, hamilton, have a holly jolly christmas. across the room courtney is greeting paul owen with a kiss. bateman glares at them. is owen still handling the fisher account? mistletoe alert! merry xmas, patrick! merry xmas, harry! evelyn rushes up. to them with mistletoe in her hand, raising it above their heads. she is wearing a sable jacket and green velvet pants by ralph lauren, and has a small vietnamese potbellied pig in her arms. the pig is wearing a santa hat. she tries to make bateman kiss the pig. bateman has a glass in one hand and a dish of waldorf salad in the other, and is unable to defend himself from evelyn."
AMERICAN_PSYCHO,INT. EVELYN'S CHRISTMAS PARTY - EVENING,HAMILTON,"merry... christmas. you're late, honey. i'm not late. oh yes you are. i've been here the entire time. you just didn't see me. where did you get that awful scratch? i... uh.. got my hand caught in the vcr. say hello to snowball. snowball says ""merry christmas, patrick"". what...is...it? it's a little baby piggy wiggy, isn't it? it's a vietnamese potbellied pig. they make darling pets. don't you? don't you?' bateman is horrified. oh, stop scowling. you're such a grinch. did you know he's the grinch?"
AMERICAN_PSYCHO,INT. EVELYN'S CHRISTMAS PARTY - EVENING,RHINEBECK,"and what does mr. grinch want for christmas? and don't tell me breast implants again. a passing stranger comes up behind bateman and puts paper antlers on his head, without him noticing. bateman walks away, and is bumped into by humphrey hey, bateman! when wearing a tuxedo, how do you keep the front of your shirt from riding up? you simply have a tab with a buttonhole sewn into the front of your shirt, which can then be attached by a button to your trousers. and hamilton? take those fucking antlers off your head you look like a retard. excuse me. bateman walks toward paul owen. rhinebeck feels the top of his head. oh my god. owen!"
AMERICAN_PSYCHO,INT. EVELYN'S CHRISTMAS PARTY - EVENING,OWEN,"marcus! merry christmas! how've you been? workaholic, i suppose. haven't seen you in a while. well, just got back from the knickerbocker club."
AMERICAN_PSYCHO,INT. EVELYN'S CHRISTMAS PARTY - EVENING,OWEN,we should have dinner. maybe you could bring... cecelia?
AMERICAN_PSYCHO,INT. EVELYN'S CHRISTMAS PARTY - EVENING,EVELYN,"yes, cecelia. oh, cecelia would... adore it. well, let's do it, marcus. patrick? why is he calling you marcus bateman mistletoe alert! he grabs evelyn and kisses her on the mouth, stifling her words. owen and his. friends wander off. evelyn melts. oh patrick, you're so sweet."
AMERICAN_PSYCHO,INT. TEXARKANA RESTAURANT - NIGHT,MAITRE D,marcus halberstam. for two at eight?
AMERICAN_PSYCHO,INT. TEXARKANA RESTAURANT - NIGHT,OWEN,"no, i want to know. i came here for the cilantro crawfish gumbo, which is after all the only excuse one could have for being in this restaurant, which is by the way, almost complete empty. am i to believe that all ten people in this restaurant have eaten your entire supply of cilantro crawfish gumbo? i'm very sorry, sir. there was a fire in the kitchen earlier today, andbateman jb, straight. and a dixie beer. would you like to hearowen double absolut martini. yes sir. would you like to hear the specials? not if you want to keep your spleen. the waiter leaves. this is a real beehive of, uh, activity, halberstam. this place is hot, very hot. listen the mud soup and the charcoal arugula are outrageous here. yeah', well, you're late."
AMERICAN_PSYCHO,INT. TEXARKANA RESTAURANT - NIGHT,OWEN,"hey, i'm a child of divorce. give me a break. hmmm, i see they've omitted the pork loin with lime jello. we shouldve gone to dorsia. i couldve gotten us a table. nobody goes there anymore. there is a long disgruntled silence. is that ivana trump over there? jeez, patrick, i mean marcus, what are you thinking? why would ivana be at texarkana? another pause. so, wasn't rothschild originally handling the fisher account? how did you get it? i could tell you that, halberstam, but then id have to kill you. he guffaws. bateman laughs politely. paul owen is very drunk. bateman cold sober. i like to dissect girls. did you know i'm utterly insane? owen continues laughing and motions to the waiter for another drink. great tan, marcus. really impressive. where do you tan?"
AMERICAN_PSYCHO,INT. TEXARKANA RESTAURANT - NIGHT,BATEMAN,"i've got a tanning bed at home. you should look into it. bateman nods, agitated. and cecelia, how is she? where is she tonight? cecelia is, well... you know cecelia. i think shes having dinner with... evelyn williams. evelyn. great ass. goes out with that loser patrick bateman. what a dork. another martini, paul? owen nods drunkenly. the end of the meal. owen is squeezing a lime onto the table, missing his beer, incredibly drunk. the check is laid down. paul, give me your amex card. good boy bateman slaps the card down, looks at the check. two hundred and fifty. very reasonable. let's leave a big tip,shall we? my place for a night cap? no, man. i'm gonna bail. come on, you dumb son of a bitch."
AMERICAN_PSYCHO,INT. BATEMAN'S APT - NIGHT,OWEN,"you like huey lewis and the news? they're okay. their early work was a little too new wave for my taste. but when sports came out in 1983, i think they really came into their own, commercially and artistically. bateman walks to his bathroom, taking a large ax out of the shower. he takes two valium. the whole album has a clear, crisp sound and a new sheen of consummate professionalism that gives the songs a big boost. bateman comes back out and leans the ax against the wall. he walks to the foyer and puts on a raincoat, watching owen from behind all the time. he's been compared to elvis costello but i think huey has a more bitter, cynical sense of humor. owen is absentmindedly leafing through the barney's catalogue."
AMERICAN_PSYCHO,INT. BATEMAN'S APT - NIGHT,OWEN,"yes, owen? why are their copies of the style section all over the place? do you have a dog? a chow or something? no, owen."
AMERICAN_PSYCHO,INT. BATEMAN'S APT - NIGHT,BATEMAN,"is that a raincoat? yes it is. bateman moves to the cd player. he takes a cd out of its case and slides it in the machine. in 1987 huey released this, four, their most accomplished album. i think their undisputed masterpiece is 'hip to be square', a song so catchy that most people probably don't listen to the lyrics. but they should because it's not just about the pleasures of conformity and the importance of trends. it's also a personal statement about the band itself. bateman puts on 'hip to be square'. bateman crosses the room and picks up the ax. we follow bateman from behind as he walks up to owen, the ax raised over his head. hey paul?"
AMERICAN_PSYCHO,INT. BATEMAN'S APT - NIGHT,BATEMAN,"try getting a reservation at dorsia now you fucking stupid bastard! low angle on bateman as he beats owen with the back of the ax. off screen, the sound of the ax hitting owen. fucking bastard... bateman takes his raincoat off, still panting. he folds the coat carefully in half, bloody side in, and drapes it neatly over the back of a chair. he sits back on the white sofa and surveys the scene. he checks his rolex and lights a cigar. offscreen paul owen's last faint sighs are heard."
AMERICAN_PSYCHO,EXT. STREET - NIGHT,CARRUTHERS,patrick? is that you? no luis. it's not me. you're mistaken.
AMERICAN_PSYCHO,EXT. STREET - NIGHT,BATEMAN,"commes des garcon. a cab stops. bateman opens the door and manages to get owen' s body into the backseat. bateman gets in the cab. call me please, patrick. satan lives, luis."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,BATEMAN,"where to send the bastard? dallas? paris? he throws some clothes into a suitcase, randomly grabbing toiletries and shoving them in. singapore? london. i'll send the asshole to london."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,BATEMAN,"hi, this is paul. i've been called away to london for a few days. meredith, i'll call you when i get back. hasta la vista, baby."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,what is it? patrick?
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,JEAN,"yees jean? patrick, a mr. donald kimball is here to see you. who?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,JEAN,"detective donald kimball?. silence. bateman stares out the window, then down at the drawing of a headless woman he's been doodling on the back cover of sports illustrated. tell him i'm at lunch. patrick, i think he knows you're here. it's only tenthirty. silence."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"send him in, i guess. as she exits, he picks up the cordless phone and pretends to talk to someone at the other end. now john, you've got towear clothes in proportion to your physique. there are definite do's and don'ts, good buddy, of wearing a boldstriped shirt. a bold striped shirt calls for solid colored or discreetly patterned suits and ties... the door to the office opens and he waves in detective donald kimball. kimball is surprisingly young about bateman's age and good looking, dressed in a crumpled linen armani suit of the type bateman and his friends might wear. kimball sits down and crosses his legs with a selfassurance that makes bateman so nervous he forgets to carry on with his fake conversation. kimball looks up at him curiously, noticing the silence. right. and yes...always tip the stylist fifteen percent. bateman shrugs at the detective, rolling his eyes in exasperation. kimball nods understandingly. listen john, i've got to go. t. boone pickens just walked in... just joking... no don't tip the owner of the salon. okay john, right, got it. sorry about that. no, i'm sorry. i should've made an appointment."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,"oh that? just mulling over business problems. examining opportunities...exchanging rumors...spreading gossip. they laugh politely. hi. i'm donald kimball. hi. pat bateman. nice to meet you. i'm sorry to barge in on you like this, but i was supposed to talk to luis carruthers and he wasn't in and...well, you're here, so... i know how busy you guys can get. kimball stares at the three open copies of sports illustrated and the sony walkman lying on bateman's desk. bateman sees the look and sweeps the magazines into the top drawer along with the walkman, which is still running. so, what's the topic of discussion? i've been hired by meredith powell to investigate the disappearance of paul owen. you're not with the fbi or anything, are i you? nothing like that. i'm just a private investigator. ah, i. see...yes. paul's disappearance....yes."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,so it's nothing that official. i just have some basic questions. about paul owen. about yourself coffee?
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"no, i'm okay. perrier? san pellegrino? no, i'm okay. kimball takes out a small black notepad and the same gold cross pen that bateman and his friends all use. bateman buzzes jean. patrick?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,can you bring mr.... kimball.
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"mr.kimball a bottle of san pelle oh no, i'm okay. it's no problem. bateman watches intently as kimball writes something down in his notebook, then crosses something out. jean enters and places the bottle of san pellegrino and a steuben etched glass on the table, shooting a concerned glance at bateman. he glares at her. kimball smiles and nods at jean as she leaves. well, what's the topic of discussion? the disappearance of paul owen."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"oh right. well, i haven't heard anything about the disappearance or anything not on page six at least. i think his family want this kept quiet. understandable. lime? no, really. im okay. you sure? i can always get you a lime. a pause. just some preliminary questions that i need for my own files, okay? shoot."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,how old are you? twenty seven. i'll be twenty eight in october. where did you go to school? harvard. the harvard business school. your address?
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"nice. very nice. thanks. a pause as kimball studies' his notebook. bateman closes his eyes shut, as if in pain. pardon me, but are you okay? why do you ask? you seem...nervous. bateman reaches into his desk drawer and brings out a bottle of aspirin. nuprin?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,"uh...no, thanks. kimball takes out a pack of marlborough and lays it on the desk. bad habit. i know. i'm sorry. a pause, as bateman stares at the cigarettes. would you rather i not smoke? no, i guess it's okay. you sure?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"no problem. yes, patrick? bring us an ashtray for mr. kimball, please. she whisks in with a crystal ashtray as they sit in silence. what can you tell me about paul owen? well..."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,"how well did you know him? i'm... at a loss. he was part of that whole...yale thing, you know. yale thing? a pause. yeah...yale thing. what do you mean ... yale thing? a pause. well, i think for one that he was probably a closet homosexual. who did a lot of cocaine... that yale thing. a silence during which the sound of the air conditioner becomes deafening."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"so...there's nothing you can tell me about paul owen? he led what i suppose was an orderly life. he ... ate a balanced diet. what kind of man was he? besides ... the information you've just given. i hope i'm not being crossexamined here. do you feel that way? no. not really. where did paul hang out? hang...out? yeah. you know ... hang out. let me think. the newport. harry's. fluties. indochine. nell's. cornell club. the new york yacht club. the regular places. he had a yacht? no, he just hung out there. and where did he go to school? a slight pause."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"don't you know this? i just wanted to know if you know. before yale? if i remember correctly, saint paul's....listen, i just .... i just want to help. i understand. he makes another note. anything else you can tell me about owen? we were both seven in 1969. so was i. do you have any witnesses or f ingerprints? well, there's a message on his answering machine saying he went to london. well, maybe he did, huh? his girlfriend doesnt think so. but ... has anyone seen him in london? actually, yes. hmm."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"was he involved at all, do you think, in occultism or satan worship? what?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,BATEMAN,"i know it sounds like a lame question, but in new jersey last month i don't know if you've heard about this, but a young stockbroker was recently arrested and charged with murdering a young chicano girl and performing voodoo rituals with various body parts yikes! no. paul wasn't into that. he followed a balanced diet and yeah, i know, and was into that whole yale thing. a pause the longest so far. have you consulted a psychic? no."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"had his apartment been burglarized? no, it actually hadn't. toiletries were missing. a suit was gone. so was some luggage. that's it."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"i mean noone's dealing with the homicide squad yet or anything, right? no, not yet. as i said, we're not sure. but... basically no one has seen or heard anything. that's so typical, isn't it? it's just strange. one day someone's walking around, going to work, alive, and then... nothing."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"people just... disappear. the earth just opens up and swallows people. eerie. really eerie. silence. you'll have to excuse me. i have a lunch meeting with cliff huxtable at four seasons in twenty minutes. isn't the four seasons a little far uptown? i mean aren't you going to be late? uh, no. there's one... down here. oh really? i didn't know that."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - MORNING,KIMBALL,"yes. it's very good. kimball turns to face him. listen, if anything occurs, to you, any information at all... absolutely, i'm 100 with you. great, and thanks for your uh, time, mr. bateman. bateman closes the door firmly on kimball. he closes his eyes and leans against the door, sweating."
AMERICAN_PSYCHO,INT. COURTNEY'S APT - NIGHT,COURTNEY,will you call me before thanksgiving? maybe.
AMERICAN_PSYCHO,INT. COURTNEY'S APT - NIGHT,BATEMAN,"what are you doing tonight? dinner at the river cafe. au bar afterwards, maybe. that's nice."
AMERICAN_PSYCHO,INT. COURTNEY'S APT - NIGHT,BATEMAN,"we were supposed to have dinner at tad and maura's, but you know how luis is... i never knew you smoked. you never noticed. bateman is making final adjustments to his tie. listen...patrick. can we talk? you look marvelous.. there's nothing to say. you're going to marry luis. next week, no less. isn't that special? patrick? yes, courtney? if i don't see you before thanksgiving, have a nice one, okay? you too. courtney picks up the black cat and starts petting its head. bateman heads down the hallway to the front door. patrick? yes?"
AMERICAN_PSYCHO,INT. VIDEO STORE - SAME NIGHT,CASHIER,"i'm wandering around video visions drinking a diet pepsi and listening to the new christopher cross tape on my sony walkman. he stops by 'comedy' and picks up a woody allen movie, then moves on to 'horror'. suddenly im seized by a minor anxiety attack. there are too many fucking movies to choose from. he surreptitiously pops several pills into his mouth. bateman waiting at the counter, impatient because he's not first in line. he is holding three films, one of which is body double. when he approaches the counter, the cashier rolls her eyes and gives a knowing glance to one of her co workers. there is a silence as she rings up the tapes. i like the part where the woman gets drilled by the ... power driller in the movie ...the best. and the blood starts pouring from the ceiling. sign here. uh... you've rented this movie... this'll be 37 times. bateman signs and snatches the tape off the counter and walks away."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,KIMBALL,mr. bateman? bateman gasps and recovers. detective kendall...uh campbell? kimball. call me don. don.
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,KIMBALL,"so... you hang out here a lot? uh, yes... i mean... whenever necessary. you know. pause. how's the investigation going? taken anyone in for ""formal questioning""? oh no. informal conversations, mostly. what's that, stoli? yeah. no finlandia, as usual. fucking dump."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,MCDERMOTT,"some people just can't help themselves. another stoli? bateman shakes his head. i mean they want to get caught. dan, great to see you again. like i said, you need anything at all, i'm your man. i don't envy your job. i mean owen was a... complex man. bateman wanders away. he looks back uneasily at kimball who is watching him from the bar. a guy with dreadlocks walks by. rasta man! the man stares at him. i mean mon. we be jammin' ... the man walks by, shaking his head. bateman wanders into the next room, which is filled, with, a more familiar crowd young men in designer suits, girls in black designer dresses. across the room he spots mcdermott, and price sitting with three models, all wearing black mini dresses. price and mcdermott are having a whispered argument. i have to talk to these girls? they're models.."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"lets have a conversation. so... it was hot out today, no? silence. where did craig go? well gorbachev is downstairs. mcdermott is' going to sign a peace treaty with him between the united states and russia. mcdermott's the one behind glasnost, you know. well... yeah. but he told me he was in mergers and acquisitions. you're not confused, are you? no, not really. gorbachev's not downstairs. are you lying? yes, caron's right. gorbachev's not downstairs. hes at tunnel. ask me a question."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"so, what do you do? what do you think i do? a model? an actor? no. flattering, but no. well..."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"i'm into, well, murders and executions mostly. do you like it? well... it depends, why? well most guys i know who work in mergers and acquisitions don't really like it. silence. so, where do you work out? the club is halfempty now. price is leaning over a balcony, messed up on drugs. bateman comes up behind him in a menacing way that suggests he might push him over the railing. price turns around, wildeyed, just as bateman is reaching for him. i'm leaving. i'm getting out. leaving what? this."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"don't, i'll drink it. listen to me, patrick. i'm leaving. where to? are you going to go get a gram? i'm leaving! i...am...leaving! don't tell me... merchant banking? no you dumb son of a bitch. i'm serious. i'm disappearing. where to? morgan stanley? rehab? what? price looks away. mcdermott and daisy walk up to them. hey don't worry, be happy. price lifts his arms up as if greeting the crowd and is shouting something that can't be heard, then goodbye! fuckheads! he climbs over the railing. what is he doing? price! come back! price leaps from the balcony. he disappears for a moment then resurfaces and runs off into the crowd."
AMERICAN_PSYCHO,EXT. CLUB - NIGHT,DAISY,"my exboyfriend, fiddler, who was in there, he plays in this band that just opened for u2 he couldn't understand what i was doing with a yuppie. oh really? he said... he said you gave him bad vibes. that's... that's too bad. you think i'm dumb, don't you? what?"
AMERICAN_PSYCHO,EXT. CLUB - NIGHT,DAISY,you think i'm dumb. you think all models are dumb. no. i really don't. that's ok. i don't mind. there's something sweet about you. she takes his hand as they get into a cab
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,JEAN,doin' the crossword? bateman nods without looking up. need help? bateman doesn't respond. we see that every space on the puzzle has been filled in with the words meat or bone. jean drops the folder on his desk and then walks out. jean?
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,JEAN,"yes, patrick? would you like to accompany me to dinner. he erases one of the m's on the crossword puzzle. that is... if you're not doing anything. oh no. i have no plans. well, isn't this a coincidence. a pause. listen, where should we go? he leans back and pulls a zagat's from the desk drawer. anywhere you want?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,MAITRE D,"let's not think about what i want. how about anywhere you want. oh patrick, i can't make this decision. no, come on. anywhere you want. oh, i can't, i don't know. come on. where do you want to go? anywhere you want. just say it. i can get us in anywhere. a long pause. what about... dorsia? bateman stops looking through the zagat guide and smiles at her. soooo... dorsia is where jean wants to go.... oh, i don't know. no, we'll go anywhere you want. dorsia is... fine. he dials the number. dorsia, yes? yes, can you take two tonight, oh, let's say, at nine o'clock? he checks his rolex and winks at jean. we are totally booked."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,BATEMAN,"oh really? thats great. i said we are totally booked. two at nine? perfect. there are no tables available tonight. the waiting list is also totally booked. see you then. he hangs up the phone. he walks over to the coat rack. he glances over at jean who is still standing in front of the desk, confused. yes? you're dressed...okay. you didnt give them a name. they know me. pause. why don't you meet me at my house at 700 for drinks, ok? she turns to leave. and jean? you'll want to change before we go out."
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,JEAN,patrick it's so...elegant. what a wonderful view. bateman opens up the freezer where daisy's head.is clearly visible.
